ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000223096	RNU5E-9P	2	179007275	179007378	1	snRNA	NA	RNU5E-9P	NA	NA	11	13.97	0	NA	NA	NA	NA	Yes	Promoter_anchored_loops:Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000079156	OSBPL6	2	179059208	179264160	1	protein_coding	114880	OSBPL6	0.999012303789089	NA	203	22.9	208	5.5945e-57	0	TIGER/Nom_Alonso_Pancreatic_islets:EyeGEx:eQTLcatalogue/HipSci_ge_iPSC:PsychENCODE_eQTLs:DICE/T_CD4_naive:DICE/T_CD4_naive_activated:DICE/T_CD8_naive:DICE/T_CD4_TFH:DICE/T_CD4_TH1:DICE/T_CD4_TH17:DICE/T_CD4_TH1_17:DICE/T_CD4_TH2:DICE/T_CD4_naive_TREG:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Whole_Blood:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Colon_Transverse:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Liver:GTEx/v8/Lung:GTEx/v8/Muscle_Skeletal:GTEx/v8/Nerve_Tibial:GTEx/v8/Pancreas:GTEx/v8/Prostate:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v8/Thyroid:GTEx/v8/Vagina:GTEx/v7/Colon_Sigmoid:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Nerve_Tibial:GTEx/v7/Pancreas:GTEx/v7/Cells_Transformed_fibroblasts:GTEx/v7/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Thyroid:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Nerve_Tibial:GTEx/v6/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v6/Skin_Sun_Exposed_Lower_leg	+	Yes	Adult_Cortex:Fetal_Cortex:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000260931	RP11-65L3.1	2	179265561	179267618	1	lincRNA	NA	NA	NA	NA	1	0.558	79	2.47278e-10	7.37547e-07	PsychENCODE_eQTLs:CMC_SVA_cis:GTEx/v7/Brain_Caudate_basal_ganglia:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v6/Esophagus_Mucosa:GTEx/v6/Skin_Sun_Exposed_Lower_leg	+	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000223960	AC009948.5	2	179278666	179304970	1	antisense	101927027	NA	NA	NA	3	3.296	38	1.15515e-10	1.37905e-11	eQTLGen_cis_eQTLs:GTEx/v8/Colon_Sigmoid:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Skin_Not_Sun_Exposed_Suprapubic:GTEx/v8/Skin_Sun_Exposed_Lower_leg:GTEx/v8/Testis:GTEx/v7/Skin_Sun_Exposed_Lower_leg:GTEx/v7/Testis	+	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000180228	PRKRA	2	179296141	179316239	-1	protein_coding	8575	PRKRA	0.15454198723567	1.651720607	1	2.381	92	2.6272e-06	0.00757630813953488	TIGER/Nom_Alonso_Pancreatic_islets:eQTLGen_cis_eQTLs:CMC_SVA_cis	NA	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000204311	DFNB59	2	179316163	179326117	1	protein_coding	494513	DFNB59	1.07044413650742e-05	-0.002200315	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000238082	AC009948.7	2	179319443	179320155	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Adult_Cortex:Fetal_Cortex:Aorta:Hippocampus:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211	3
ENSG00000079150	FKBP7	2	179328391	179343327	-1	protein_coding	51661	FKBP7	3.15602385489856e-05	-1.117579202	0	0	31	3.2163e-06	2.72188e-33	GTEx/v8/Adipose_Subcutaneous:GTEx/v8/Artery_Tibial:GTEx/v8/Breast_Mammary_Tissue:GTEx/v8/Heart_Left_Ventricle:GTEx/v8/Nerve_Tibial:GTEx/v8/Cells_Cultured_fibroblasts:GTEx/v7/Skin_Sun_Exposed_Lower_leg	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000116095	PLEKHA3	2	179345195	179381189	1	protein_coding	65977	PLEKHA3	0.0229786985598172	-0.310485926	1	2.313	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000237298	TTN-AS1	2	179385910	179639402	1	antisense	100506866	TTN-AS1	NA	NA	4	22.9	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.002241	rs62177211	3
ENSG00000155657	TTN	2	179390716	179695529	-1	protein_coding	7273	TTN	1.21111377105808e-32	-0.562314594	5	22.9	3	1.5452e-06	0.007726	eQTLcatalogue/BLUEPRINT_ge_T-cell:GTEx/v6/Muscle_Skeletal	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000270956	RP11-65L3.4	2	179405852	179406526	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211:rs4072527	2:3
ENSG00000270277	RP11-65L3.2	2	179413611	179415408	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.363e-06	rs62177211:rs4072527	2:3
ENSG00000271011	RP11-171I2.5	2	179441830	179442349	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Pancreas:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.000124	rs62177211:rs4072527	2:3
ENSG00000270574	RP11-171I2.2	2	179443517	179445633	1	antisense	NA	NA	NA	NA	0	0	9	0.000179518	0.0495067	GTEx/v8/Cells_Cultured_fibroblasts	NA	Yes	Aorta:Left_Ventricle:Pancreas:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.000124	rs62177211;rs62177211:rs4072527	2:3
ENSG00000271141	RP11-171I2.4	2	179481308	179481850	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.000124	rs62177211:rs4072527	2:3
ENSG00000271401	RP11-171I2.3	2	179509444	179509906	1	lincRNA	NA	NA	NA	NA	0	0	1	3.30187e-05	0.0480695	GTEx/v8/Pancreas	NA	Yes	Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.000124	rs62177211;rs62177211:rs4072527	2:3
ENSG00000267784	RP11-171I2.1	2	179588184	179591773	1	antisense	NA	NA	NA	NA	1	22.9	16	2.00297e-05	0.027697	GTEx/v8/Brain_Cerebellum	NA	Yes	Aorta:Left_Ventricle:Liver:Psoas:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	0.002241	rs62177211;rs62177211:rs4072527	2:3
ENSG00000266413	RP11-88L24.4	2	179641653	179644690	1	antisense	101927055	NA	NA	NA	1	5.894	0	NA	NA	NA	NA	Yes	Aorta:Hippocampus:Left_Ventricle:Liver:Lung:Psoas:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs62177211;rs62177211:rs4072527	2:3
ENSG00000163492	CCDC141	2	179694484	179914813	-1	protein_coding	285025	CCDC141	1.4276211576785e-09	NA	2	6.921	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000238542	RNU7-104P	2	179696098	179696176	-1	snRNA	NA	RNU7-104P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000252000	ACA59	2	179887984	179888105	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000187231	SESTD1	2	179966419	180129517	-1	protein_coding	91404	SESTD1	0.989112552502484	-0.132646499	0	0	35	4.3436e-13	0	eQTLGen_cis_eQTLs	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs62177211	3
ENSG00000238339	snoU13	2	179990263	179990364	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Liver:Right_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000237477	AC093911.1	2	180138558	180150434	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs62177211	3
ENSG00000237964	AC068042.1	2	180264455	180265602	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs62177211	3
ENSG00000144331	ZNF385B	2	180306709	180726232	-1	protein_coding	151126	ZNF385B	0.00106530263678159	-0.555406316	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.002241	rs62177211	3
ENSG00000213126	AC092642.1	2	180678978	180679402	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs62177211	3
ENSG00000221240	MIR1258	2	180725563	180725635	-1	miRNA	100302172	MIR1258	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.002241	rs62177211	3
ENSG00000202216	SNORA43	2	180799128	180799265	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs62177211	3
ENSG00000163510	CWC22	2	180809603	180871840	-1	protein_coding	57703	CWC22	0.0181890738297984	-0.093647674	0	0	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	0.002241	rs62177211	3
ENSG00000236667	AC104076.2	2	181803557	181804025	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	NA	rs62177211	3
ENSG00000170035	UBE2E3	2	181831975	181941312	1	protein_coding	10477	UBE2E3	0.653907525579768	NA	0	0	0	NA	NA	NA	NA	Yes	hESC	NA	rs62177211	3
ENSG00000236153	AC104076.3	2	181844154	181844817	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesendoderm	0.002241	rs62177211	3
ENSG00000238171	AC068196.1	2	181940778	181970695	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878	NA	rs62177211	3
ENSG00000234663	AC104820.2	2	181966659	182264286	1	lincRNA	101927156	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878	NA	rs62177211	3
ENSG00000115232	ITGA4	2	182321929	182400914	1	protein_coding	3676	ITGA4	0.0288517021361378	-1.189459233	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs62177211	3
ENSG00000188452	CERKL	2	182401403	182545392	-1	protein_coding	375298	CERKL	5.39719665583234e-11	-0.292284132	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000162992	NEUROD1	2	182537815	182545603	-1	protein_coding	4760	NEUROD1	0.138071318356774	-1.070597271	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000234595	AC013733.3	2	182547840	182550434	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000225570	AC013733.4	2	182555107	182558142	-1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000223873	AC013733.5	2	182559169	182559627	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:hESC	NA	rs62177211	3
ENSG00000221023	RNU6ATAC19P	2	182603333	182603442	1	snRNA	NA	RNU6ATAC19P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	NA	rs62177211	3
ENSG00000174749	C4orf32	4	113066553	113116412	1	protein_coding	132720	C4orf32	0.285815911901643	-0.668936302	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs2040744	4
ENSG00000243280	RP11-477G18.2	4	113092371	113092683	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle	NA	rs2040744	4
ENSG00000145362	ANK2	4	113739265	114304896	1	protein_coding	287	ANK2	0.999999999999808	-1.259956107	0	0	2	9.07516e-06	0.0455967	GTEx/v7/Ovary	+	No	NA	0.001931	rs2040744	4
ENSG00000234841	RP11-119H12.4	4	113747463	113748763	1	pseudogene	NA	NA	NA	NA	0	0	1	4.18513404444e-05	0.049	DICE/T_CD4_TH17	NA	No	NA	NA	rs2040744	4
ENSG00000248152	RP11-650J17.1	4	113900746	113993118	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs2040744	4
ENSG00000249373	RP11-650J17.2	4	113952443	113955707	-1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	6.794e-06	rs2040744	4
ENSG00000196656	AC004057.1	4	114135137	114138326	-1	pseudogene	441502	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	6.794e-06	rs2040744	4
ENSG00000239279	RN7SL184P	4	114340996	114341290	1	misc_RNA	NA	RN7SL184P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	6.794e-06	rs2040744	4
ENSG00000206820	RNU1-138P	4	114341479	114341642	1	snRNA	NA	RNU1-138P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:Mesendoderm	6.794e-06	rs2040744	4
ENSG00000145349	CAMK2D	4	114372188	114683083	-1	protein_coding	817	CAMK2D	0.016661668817136	0.011612789	117	16.56	82	2.1691e-48	0	eQTLcatalogue/BLUEPRINT_ge_monocyte:eQTLcatalogue/BLUEPRINT_ge_T-cell:eQTLcatalogue/Fairfax_2014_naive:eQTLcatalogue/Nedelec_2016_ge_macrophage_Listeria:eQTLcatalogue/Nedelec_2016_ge_macrophage_naive:eQTLcatalogue/Nedelec_2016_ge_macrophage_Salmonella:PsychENCODE_eQTLs:eQTLGen_cis_eQTLs:BIOSQTL/BIOS_eQTL_geneLevel:GTEx/v8/Adrenal_Gland:GTEx/v8/Esophagus_Mucosa:GTEx/v8/Esophagus_Muscularis:GTEx/v7/Adrenal_Gland:GTEx/v7/Esophagus_Mucosa:GTEx/v7/Esophagus_Muscularis:GTEx/v6/Adrenal_Gland:GTEx/v6/Esophagus_Mucosa	-	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	6.794e-06	rs2040744	4
ENSG00000250229	RP11-397D21.1	4	114761206	114761392	1	pseudogene	NA	NA	NA	NA	1	0.679	0	NA	NA	NA	NA	Yes	GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs2040744	4
ENSG00000180801	ARSJ	4	114821440	114900883	-1	protein_coding	79642	ARSJ	0.00345579904808939	0.738727132	0	0	3	5.34317e-05	1.34207e-11	CMC_SVA_cis:GTEx/v8/Cells_Cultured_fibroblasts	NA	Yes	Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:hESC	6.794e-06	rs2040744	4
ENSG00000249304	RP11-26P13.2	4	114864412	114865476	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	NA	rs2040744	4
ENSG00000248716	RP11-362M19.1	4	115025094	115025381	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:GM12878:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	6.794e-06	rs2040744	4
ENSG00000174607	UGT8	4	115519611	115599380	1	protein_coding	7368	UGT8	0.226816185725885	-0.074491347	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	NA	rs2040744	4
ENSG00000207931	MIR577	4	115577915	115578010	1	miRNA	693162	MIR577	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:hESC	NA	rs2040744	4
ENSG00000250215	CIR1P2	4	115634735	115636076	-1	pseudogene	NA	CIR1P2	NA	NA	0	0	2	6.32448e-06	2.68707e-16	GTEx/v8/Nerve_Tibial:GTEx/v7/Nerve_Tibial	NA	Yes	Left_Ventricle:Liver:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	6.794e-06	rs2040744	4
ENSG00000216859	RP11-448N11.1	6	63170845	63171408	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90	2.337e-05	rs12663968	5
ENSG00000266682	AL590558.1	6	63692989	63693075	-1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	0.01097	rs12663968	5
ENSG00000146166	LGSN	6	63985856	64029882	-1	protein_coding	51557	LGSN	2.5899855281394e-07	-0.165289045	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000218617	RP3-407E4.2	6	64102127	64102511	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs12663968	5
ENSG00000218274	RP3-407E4.3	6	64104912	64107011	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	NA	rs12663968	5
ENSG00000112245	PTP4A1	6	64231666	64293492	1	protein_coding	7803	PTP4A1	0.889900786451036	-2.058347403	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000262651	RP11-164N20.2	6	64322666	64322808	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000213309	RPL9P18	6	64325732	64326266	-1	pseudogene	NA	RPL9P18	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000118482	PHF3	6	64345725	64489229	1	protein_coding	23469	PHF3	0.999469419864182	-0.978780738	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000188107	EYS	6	64429876	66417118	-1	protein_coding	346007	EYS	8.21411418968935e-09	-0.394014092	961	19.86	683	2.56304e-23	1.17758649277495e-20	EyeGEx:CMC_SVA_cis:BRAINEAC/CRBL:GTEx/v8/Brain_Cerebellum:GTEx/v8/Testis	+	Yes	Aorta:Left_Ventricle:Liver:Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:Trophoblast-like_Cell:hESC	8.616e-06	rs12663968	5
ENSG00000218813	RP11-59D5__B.3	6	64507082	64507924	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000236345	RP11-59D5__B.2	6	64516729	64532535	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000219653	GCNT1P4	6	64567334	64567662	1	pseudogene	NA	GCNT1P4	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.616e-06	rs12663968	5
ENSG00000232120	RP11-349P19.1	6	65087688	65122672	1	antisense	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm	0.0001259	rs12663968	5
ENSG00000243828	RP11-307F22.2	6	65438730	65443730	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Mesendoderm:hESC	8.616e-06	rs12663968	5
ENSG00000221312	AL109922.1	6	65684286	65684385	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm	0.0007237	rs12663968	5
ENSG00000256352	AL109922.2	6	65720260	65720336	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:Mesenchymal_Stem_Cell:Mesendoderm:hESC	8.616e-06	rs12663968	5
ENSG00000265187	AL109612.1	6	66176897	66176982	-1	miRNA	NA	NA	NA	NA	39	13.02	0	NA	NA	NA	NA	Yes	Aorta:Liver:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.616e-06	rs12663968	5
ENSG00000220483	SLC25A51P1	6	66498310	66499180	1	pseudogene	NA	SLC25A51P1	NA	NA	13	12.94	73	6.64741e-06	1.34423e-10	GTEx/v8/Testis	-	Yes	Aorta:Left_Ventricle:Liver:Mesendoderm	6.441e-05	rs12663968	5
ENSG00000233859	ADH5P4	6	66546823	66547947	-1	pseudogene	NA	ADH5P4	NA	NA	0	0	157	5.66763e-05	0.03751	GTEx/v8/Esophagus_Mucosa	+	Yes	Aorta:Left_Ventricle:Liver:Mesenchymal_Stem_Cell:Mesendoderm:Trophoblast-like_Cell:hESC	8.616e-06	rs12663968	5
ENSG00000218890	NUFIP1P	6	66803324	66804802	-1	pseudogene	NA	NUFIP1P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:hESC	0.0001263	rs12663968	5
ENSG00000221281	AC002485.1	6	67069318	67069392	1	miRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell:Mesendoderm:Neural_Progenitor_Cell:hESC	2.337e-05	rs12663968	5
ENSG00000270521	RP11-24C14.1	6	67420135	67420720	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	6.441e-05	rs12663968	5
ENSG00000238949	RNU7-66P	6	67438736	67438797	-1	snRNA	NA	RNU7-66P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Left_Ventricle:Mesenchymal_Stem_Cell	6.441e-05	rs12663968	5
ENSG00000212229	SNORD65	6	67920301	67920373	-1	snoRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001259	rs12663968	5
ENSG00000271111	RP11-409K15.1	6	68166239	68167143	-1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000251965	RNA5SP208	6	68177124	68177201	-1	rRNA	NA	RNA5SP208	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Mesenchymal_Stem_Cell	0.0001263	rs12663968	5
ENSG00000201015	RNU6-280P	6	68256544	68256647	1	snRNA	NA	RNU6-280P	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	8.616e-06	rs12663968	5
ENSG00000206672	Y_RNA	6	68335249	68335357	1	misc_RNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell	2.337e-05	rs12663968	5
ENSG00000270509	RP11-301G19.2	6	68643377	68644574	1	pseudogene	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:IMR90:Mesenchymal_Stem_Cell:hESC	1.374e-05	rs12663968	5
ENSG00000223504	RP11-542F9.1	6	68765243	68770394	1	lincRNA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	IMR90:Mesenchymal_Stem_Cell:hESC	2.337e-05	rs12663968	5
ENSG00000226497	RP11-406O16.1	6	68936864	69039791	-1	lincRNA	101928280	NA	NA	NA	0	0	0	NA	NA	NA	NA	Yes	Aorta:Left_Ventricle:IMR90:Mesenchymal_Stem_Cell:Neural_Progenitor_Cell:hESC	8.616e-06	rs12663968	5
