Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L4_RORB_LRRK1	14222	0.06199	0.011366	0.065183	0.17081	0.793046428571429	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	PN_dev	14222	0.04621	0.0166	0.055579	0.20288	0.821189473684211	0.951
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_THEMIS_dev.2	14222	0.05397	0.018645	0.065272	0.20417	0.821189473684211	0.951639830508475
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_CRH	14222	0.057212	0.015672	0.073196	0.21722	0.821189473684211	0.963363031914894
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Micro	14222	0.054548	0.0078813	0.076127	0.23683	0.821189473684211	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L4_RORB_MME	14222	0.017209	0.0090249	0.024369	0.24004	0.821189473684211	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Vas_TBX18	14222	0.033853	0.0055899	0.055908	0.27242	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_ABI3BP	14222	0.054321	0.013195	0.099407	0.29238	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_dev	14222	0.038056	0.0092944	0.073502	0.30232	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_TLE4_dev	14222	0.029822	0.0097025	0.062335	0.31618	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Micro_out	14222	0.017252	0.0039625	0.039094	0.32951	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_TH	14222	0.022683	0.0083872	0.053163	0.33482	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	MGE_dev.1	14222	0.025389	0.0043949	0.095287	0.39495	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2.3_CUX2_dev.fetal	14222	0.010993	0.0044192	0.042236	0.39733	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	MGE_dev.2	14222	0.020752	0.0050833	0.081967	0.40007	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	CCK_SORCS1	14222	0.020673	0.004496	0.089073	0.40823	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	Vas_CLDN5	14222	0.0057048	0.0013548	0.039452	0.44251	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_ADGRG6	14222	0.0027792	0.00089777	0.045972	0.4759	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_HS3ST3A1	14222	0.0049942	0.0013353	0.084013	0.4763	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	CGE_dev	14222	0.0018107	0.00034471	0.092527	0.49219	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	ID2_CSMD1	14222	0.0007141	0.00019541	0.070001	0.49593	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L4_RORB_dev.1	14222	-0.0033723	-0.001808	0.040239	0.53339	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_ADAMTSL1	14222	-0.007836	-0.0017015	0.090659	0.53444	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	OPC_MBP	14222	-0.0068155	-0.0015464	0.056824	0.54773	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2.3_CUX2_dev.4	14222	-0.0099805	-0.0019952	0.08267	0.54805	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2.3_CUX2_dev.2	14222	-0.0081866	-0.003239	0.063124	0.55159	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_CHRM2	14222	-0.012817	-0.0030592	0.085466	0.5596	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	LAMP5_NDNF	14222	-0.013013	-0.0039387	0.065507	0.57873	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	CCK_RELN	14222	-0.016051	-0.0044999	0.076933	0.58263	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_THEMIS_CNR1	14222	-0.012253	-0.0020841	0.057952	0.58372	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	PV_SULF1_dev	14222	-0.018286	-0.0046363	0.072948	0.59897	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_TLE4_HTR2C	14222	-0.016535	-0.0051005	0.064503	0.60116	0.868342222222222	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_CALB1_dev	14222	-0.037197	-0.0084305	0.10013	0.64486	0.892906382978723	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2_CUX2_LAMP5	14222	-0.018404	-0.0034486	0.049262	0.64564	0.892906382978723	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	ID2_dev	14222	-0.071068	-0.013598	0.13899	0.69544	0.9238875	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_PCDH20	14222	-0.037232	-0.0092873	0.069387	0.70422	0.9238875	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	CCK_SYT6	14222	-0.042523	-0.012432	0.070612	0.72648	0.9238875	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_B3GAT2	14222	-0.0444	-0.014034	0.070686	0.73504	0.9238875	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_NPY	14222	-0.034037	-0.011327	0.053131	0.73911	0.9238875	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_STK32A	14222	-0.053673	-0.014626	0.068832	0.78223	0.959338679245283	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2.3_CUX2_dev.3	14222	-0.033943	-0.016204	0.033292	0.84602	0.97883275862069	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_TLE4_SCUBE1	14222	-0.05876	-0.021518	0.056236	0.85195	0.97883275862069	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_TLE4_SORCS1	14222	-0.070724	-0.023729	0.064894	0.8621	0.97883275862069	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_ADGRG6_dev	14222	-0.10038	-0.026366	0.089912	0.86787	0.97883275862069	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L2.3_CUX2_dev.6	14222	-0.10465	-0.030768	0.091573	0.87342	0.97883275862069	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	SST_BRINP3	14222	-0.094981	-0.033487	0.061021	0.9402	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	L5.6_THEMIS_NTNG2	14222	-0.063383	-0.020962	0.035571	0.9626	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	PV_SCUBE3	14222	-0.07291	-0.020785	0.040239	0.96499	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	LAMP5_NOS1	14222	-0.13383	-0.039562	0.067489	0.9763	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	PV_dev	14222	-0.22735	-0.056348	0.10606	0.98396	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	PV_SCUBE3_dev	14222	-0.1902	-0.047932	0.078203	0.99249	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Fetal	VIP_DPP6	14222	-0.17051	-0.048072	0.06711	0.99446	0.99446	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_dev.2	14222	0.19447	0.038128	0.065885	0.0015833	0.0600928	0.3098535
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_dev.1	14222	0.19212	0.035298	0.066282	0.0018779	0.0600928	0.3098535
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_GFAP	14222	0.1113	0.026801	0.050235	0.013369	0.285205333333333	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L4_RORB_dev.2	14222	0.1463	0.045173	0.073756	0.023662	0.331669333333333	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_dev.4	14222	0.11277	0.021832	0.058339	0.026633	0.331669333333333	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_SLC1A2_dev	14222	0.088118	0.02013	0.047245	0.031094	0.331669333333333	0.516384
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L4_RORB_dev.fetal	14222	0.053879	0.023628	0.031616	0.044185	0.403977142857143	0.57360703125
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Astro_dev.3	14222	0.06283	0.01509	0.042559	0.069945	0.510755555555556	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Vas_PDGFRB	14222	0.065686	0.014492	0.044916	0.071825	0.510755555555556	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Vas_TBX18	14222	0.0609	0.012831	0.045333	0.089585	0.573344	0.694125700934579
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Vas_CLDN5	14222	0.044356	0.010958	0.039605	0.13137	0.764334545454545	0.814102611940298
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_THEMIS_dev.2	14222	0.052716	0.023479	0.050058	0.14616	0.767222857142857	0.863826923076923
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L4_RORB_dev.1	14222	0.036086	0.021949	0.036627	0.16226	0.767222857142857	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_CRH	14222	0.077511	0.019807	0.080506	0.16783	0.767222857142857	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L4_RORB_MME	14222	0.045053	0.012805	0.066234	0.24819	0.967921509433962	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	OPC	14222	0.047829	0.010655	0.070436	0.24856	0.967921509433962	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	OPC_dev	14222	0.040129	0.0079441	0.081175	0.31053	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_THEMIS_dev.1	14222	0.016994	0.0083421	0.042562	0.34485	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	ID2_CSMD1	14222	0.026133	0.0077173	0.066894	0.34803	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_dev	14222	0.017302	0.0063576	0.05608	0.37884	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_ADGRG6	14222	0.011758	0.0044558	0.039349	0.38254	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	CGE_dev	14222	0.023914	0.0049061	0.082767	0.38632	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L2.3_CUX2_dev.3	14222	0.015961	0.0065866	0.05712	0.38996	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_HS3ST3A1	14222	0.019071	0.0059139	0.071454	0.39478	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_SST	14222	0.011418	0.0039412	0.050038	0.40975	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_TLE4_HTR2C	14222	0.01338	0.0044194	0.062691	0.4155	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_ADAMTSL1	14222	0.019802	0.0044975	0.098614	0.42043	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_DPP6	14222	0.010878	0.0030837	0.068386	0.43681	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	BKGR_NRGN	14222	0.00335	0.00087633	0.034509	0.46133	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L2.3_CUX2_dev.2	14222	0.0029771	0.0014888	0.050451	0.47647	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_PCDH20	14222	-0.0043485	-0.0013957	0.060551	0.52862	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	Micro	14222	-0.0038154	-0.00069791	0.053026	0.52868	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_TH	14222	-0.0039485	-0.0016646	0.049481	0.5318	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	CCK_SORCS1	14222	-0.0083621	-0.002597	0.063713	0.55221	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	OPC_MBP	14222	-0.013147	-0.0031852	0.053331	0.59736	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_ABI3BP	14222	-0.021495	-0.0057534	0.086899	0.59768	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_STK32A	14222	-0.019495	-0.0052987	0.070623	0.60874	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_CALB1_dev	14222	-0.026859	-0.0065842	0.091087	0.61595	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L2.3_CUX2_dev.6	14222	-0.024478	-0.007466	0.073423	0.63058	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PN_dev	14222	-0.019754	-0.0076668	0.054645	0.64113	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_KIRREL3	14222	-0.038253	-0.0088756	0.095806	0.65515	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L2.3_CUX2_dev.4	14222	-0.032761	-0.0071433	0.071466	0.67667	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_TLE4_SORCS1	14222	-0.019397	-0.0099837	0.041965	0.67803	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_B3GAT2	14222	-0.031448	-0.010803	0.065853	0.68351	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_TLE4_dev	14222	-0.030078	-0.011435	0.052798	0.71555	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	VIP_CHRM2	14222	-0.050614	-0.011904	0.088416	0.71649	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	LAMP5_CCK	14222	-0.022585	-0.0087733	0.038491	0.72131	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	CCK_SYT6	14222	-0.040076	-0.01578	0.057354	0.75764	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_ADGRG6_dev	14222	-0.060254	-0.016934	0.079126	0.77681	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_NPY	14222	-0.027955	-0.014934	0.036548	0.77782	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	CCK_RELN	14222	-0.044918	-0.016442	0.058334	0.77934	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L5.6_TLE4_SCUBE1	14222	-0.041011	-0.017579	0.048931	0.79901	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	MGE_dev.2	14222	-0.035298	-0.015292	0.041662	0.80156	0.967921509433962	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	ID2_dev	14222	-0.10993	-0.022879	0.11337	0.8339	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	SST_BRINP3	14222	-0.065353	-0.022966	0.066518	0.83706	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	L2_CUX2_LAMP5_dev	14222	-0.026155	-0.013046	0.024028	0.86181	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_SULF1	14222	-0.032254	-0.015741	0.028502	0.8711	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_SULF1_dev	14222	-0.068519	-0.0261	0.056346	0.888	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	LAMP5_NDNF	14222	-0.066219	-0.025763	0.052461	0.89656	0.972539661016949	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_dev	14222	-0.13474	-0.035366	0.094235	0.92361	0.985184	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_WFDC2	14222	-0.047849	-0.023798	0.028661	0.95248	0.98690064516129	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	MGE_dev.1	14222	-0.16301	-0.035523	0.095509	0.95606	0.98690064516129	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	LAMP5_NOS1	14222	-0.1292	-0.044322	0.063749	0.97864	0.99267	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Neonatal	PV_SCUBE3_dev	14222	-0.19318	-0.051518	0.079142	0.99267	0.99267	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Oligo_mat	14222	0.081655	0.025763	0.031453	0.0047197	0.164798	0.38937525
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_dev.2	14222	0.15701	0.032872	0.062433	0.0059613	0.164798	0.4470975
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_GFAP	14222	0.10651	0.029483	0.043046	0.006681	0.164798	0.45931875
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_dev.4	14222	0.087547	0.026346	0.037721	0.010153	0.1878305	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Vas_TBX18	14222	0.10742	0.021514	0.054957	0.025324	0.342239428571429	0.497585
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_SLC1A2_dev	14222	0.065675	0.0214	0.035267	0.031296	0.342239428571429	0.516384
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_dev.1	14222	0.063829	0.021062	0.034555	0.032374	0.342239428571429	0.523697058823529
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Oligo.4	14222	0.064952	0.018998	0.037339	0.040984	0.379102	0.57231625
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Oligo.2	14222	0.050153	0.013135	0.03463	0.073786	0.606684888888889	0.682473
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Vas_PDGFRB	14222	0.063465	0.013021	0.050161	0.10291	0.761534	0.728079831932773
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L4_RORB_dev.1	14222	0.040734	0.02369	0.035614	0.12637	0.850125454545455	0.811546153846154
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Micro_out	14222	0.064567	0.010822	0.065753	0.16307	0.954315384615385	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_SLC1A2	14222	0.041953	0.0096145	0.043542	0.16765	0.954315384615385	0.869368902439024
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_dev.5	14222	0.069823	0.010542	0.077887	0.18501	0.955924210526316	0.897842647058824
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L3_CUX2_PRSS12	14222	0.025128	0.01652	0.032923	0.22267	0.955924210526316	0.971068421052632
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_THEMIS_dev.2	14222	0.031584	0.01585	0.043406	0.23342	0.955924210526316	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	OPC	14222	0.04434	0.011003	0.062909	0.24046	0.955924210526316	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	CCK_SORCS1	14222	0.03553	0.01517	0.051557	0.24537	0.955924210526316	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L4_RORB_dev.2	14222	0.027036	0.01585	0.039245	0.24544	0.955924210526316	0.985149305555556
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Vas_CLDN5	14222	0.020073	0.0048299	0.039535	0.30583	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	OPC_dev	14222	0.01934	0.0048177	0.059948	0.3735	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	ID2_CSMD1	14222	0.017018	0.0072988	0.054692	0.37784	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	PV_SULF1_dev	14222	0.015794	0.0060292	0.055976	0.38892	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_TLE4_HTR2C	14222	0.012935	0.0055639	0.046727	0.39096	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_ADAMTSL1	14222	0.015026	0.0048573	0.074515	0.4201	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Astro_dev.3	14222	0.0030958	0.0014928	0.022258	0.44469	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_PCDH20	14222	0.0043423	0.0015877	0.060608	0.47144	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_DPP6	14222	0.00090415	0.0003527	0.061035	0.49409	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L4_RORB_MET	14222	0.00029716	0.00013221	0.048493	0.49756	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.6	14222	0.00010994	3.2168e-05	0.072046	0.49939	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_HS3ST3A1	14222	-0.0014068	-0.00053741	0.0619	0.50907	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.4	14222	-0.0013648	-0.00037532	0.043932	0.51239	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	Micro	14222	-0.0033803	-0.00064234	0.052321	0.52576	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L4_RORB_MME	14222	-0.0034517	-0.0016583	0.045472	0.53025	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.3	14222	-0.0033681	-0.0021497	0.038306	0.53503	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	CCK_RELN	14222	-0.0043648	-0.0020023	0.049632	0.53504	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	OPC_MBP	14222	-0.0065735	-0.0018905	0.045087	0.55796	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_STK32A	14222	-0.0089216	-0.0031129	0.057003	0.56218	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_dev	14222	-0.006874	-0.0026851	0.038305	0.57121	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_THEMIS_CNR1	14222	-0.0079539	-0.0040363	0.03971	0.57938	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_TLE4_SORCS1	14222	-0.010326	-0.0045683	0.04716	0.58666	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_CALB1_dev	14222	-0.016247	-0.0054731	0.067448	0.59518	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_ABI3BP	14222	-0.015629	-0.0059933	0.062584	0.5986	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.2	14222	-0.011842	-0.0064476	0.045081	0.6036	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.1	14222	-0.014797	-0.0067407	0.050437	0.61538	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_CALB1	14222	-0.021174	-0.0073673	0.05769	0.6432	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L4_RORB_LRRK1	14222	-0.018997	-0.0087681	0.049179	0.65036	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_CHRM2	14222	-0.025415	-0.0090341	0.062723	0.65733	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_CRH	14222	-0.027584	-0.0098028	0.065248	0.66376	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	LAMP5_CCK	14222	-0.021657	-0.0091355	0.05063	0.66558	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	BKGR_NRGN	14222	-0.032647	-0.0064434	0.067756	0.68503	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L2.3_CUX2_dev.5	14222	-0.02112	-0.011244	0.038479	0.70845	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	SST_TH	14222	-0.027151	-0.011522	0.048519	0.71212	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	ID2_dev	14222	-0.044816	-0.013531	0.07157	0.7344	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	VIP_KIRREL3	14222	-0.047239	-0.015215	0.072426	0.74287	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	LAMP5_NDNF	14222	-0.030646	-0.015533	0.042915	0.76241	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	L5.6_TLE4_SCUBE1	14222	-0.034375	-0.016678	0.042235	0.79214	0.970203428571429	0.996876670716889
GSE168408_Human_Prefrontal_Cortex_level3_Infancy	CCK_SYT6	14222	-0.044887	-0.02157	0.047189	0.82924	0.970203428571429	0.996876670716889
