Dataset	Cell_type	NGENES	BETA	BETA_STD	SE	P	P.adj.pds	P.adj
56_Siletti_CerebralNuclei.NAC_Human_2022_level2	Committed_oligodendrocyte_precursor	14407	-0.012198	-0.021182	0.0080823	0.93437	1	1
56_Siletti_CerebralNuclei.NAC_Human_2022_level2	Upper_layer_intratelencephalic	14407	-0.010514	-0.02483	0.0068493	0.93759	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	pericyte	14386	0.012791	0.018281	0.0075582	0.04531	0.4531	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	ependymal_cell	14386	0.0097902	0.017624	0.0065244	0.066749	0.66749	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	endothelial_cell	14386	0.0057465	0.0094195	0.0070661	0.20805	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	central_nervous_system_macrophage	14386	0.0029614	0.0039456	0.0089126	0.36984	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	fibroblast	14386	0.0026805	0.0037249	0.010068	0.39503	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	astrocyte	14386	0.0012204	0.0017934	0.010135	0.45208	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	oligodendrocyte_precursor_cell	14386	-0.0090728	-0.014981	0.0095606	0.82867	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	neuron	14386	-0.0080237	-0.017844	0.0068662	0.8787	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	oligodendrocyte	14386	-0.012791	-0.018389	0.0090029	0.92229	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level1	leukocyte	14386	-0.010231	-0.016027	0.0060233	0.95529	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Midbrain_derived_inhibitory	14386	0.0093404	0.025013	0.0043344	0.015593	0.343046	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Ependymal	14386	0.012155	0.021882	0.0059437	0.020433	0.449526	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Vascular	14386	0.015586	0.021536	0.0077259	0.021837	0.480414	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Fibroblast	14386	0.0085228	0.011844	0.0081087	0.14662	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Astrocyte	14386	0.008721	0.012816	0.0086119	0.15562	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Microglia	14386	0.007714	0.010278	0.0077688	0.16038	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	CGE_interneuron	14386	0.0090143	0.018407	0.012929	0.24284	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Oligodendrocyte_precursor	14386	0.00093882	0.0015502	0.0091919	0.45933	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Committed_oligodendrocyte_precursor	14386	-0.00089862	-0.0012287	0.0092577	0.53866	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Amygdala_excitatory	14386	-0.0014948	-0.0035915	0.011005	0.55402	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Deep_layer_near_projecting	14386	-0.0019442	-0.0048247	0.00714	0.6073	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Splatter	14386	-0.0039072	-0.0081929	0.01333	0.61528	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14386	-0.0049498	-0.010599	0.011502	0.66653	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Oligodendrocyte	14386	-0.0044812	-0.0064977	0.0080265	0.71168	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Miscellaneous	14386	-0.011306	-0.018941	0.012558	0.81601	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Eccentric_medium_spiny_neuron	14386	-0.010942	-0.023492	0.01198	0.81946	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	MGE_interneuron	14386	-0.012443	-0.027838	0.012108	0.84794	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14386	-0.01366	-0.033741	0.0094983	0.92479	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Medium_spiny_neuron	14386	-0.017037	-0.036893	0.01145	0.93161	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Hippocampal_CA1_3	14386	-0.0069553	-0.021759	0.0038789	0.96351	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Upper_layer_intratelencephalic	14386	-0.027435	-0.06445	0.011227	0.99272	1	1
57_Siletti_CerebralNuclei.BLN.La_Human_2022_level2	Deep_layer_intratelencephalic	14386	-0.027453	-0.0673	0.010279	0.99621	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	endothelial_cell	14280	0.010681	0.017675	0.0077092	0.082954	0.82954	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	pericyte	14280	0.0078674	0.013772	0.0074435	0.14528	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	vascular_associated_smooth_muscle_cell	14280	0.0061414	0.0098708	0.006754	0.18161	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	central_nervous_system_macrophage	14280	0.0068907	0.010674	0.0082779	0.20259	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	astrocyte	14280	0.0015509	0.0029418	0.0078854	0.42204	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	fibroblast	14280	-0.0030039	-0.0046947	0.010033	0.61768	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	oligodendrocyte_precursor_cell	14280	-0.0040247	-0.0082822	0.0079772	0.69305	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	oligodendrocyte	14280	-0.0083691	-0.015186	0.0075951	0.86474	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	neuron	14280	-0.0072451	-0.017727	0.006075	0.88348	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level1	leukocyte	14280	-0.013939	-0.017301	0.0087939	0.94351	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Vascular	14280	0.016197	0.023892	0.0078018	0.018955	0.360145	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Microglia	14280	0.0095411	0.01478	0.0070066	0.086654	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	CGE_interneuron	14280	0.012561	0.030149	0.01227	0.15299	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Astrocyte	14280	0.0065244	0.012375	0.0067403	0.16654	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Fibroblast	14280	0.0043892	0.0068596	0.0077139	0.28468	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Oligodendrocyte_precursor	14280	0.0036116	0.0074322	0.0075992	0.3173	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Splatter	14280	0.0014093	0.0031767	0.01267	0.45572	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14280	0.0008823	0.0021799	0.010523	0.46659	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Medium_spiny_neuron	14280	-0.0012119	-0.0029583	0.010294	0.54686	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Eccentric_medium_spiny_neuron	14280	-0.0022972	-0.0057142	0.011104	0.58195	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Oligodendrocyte	14280	-0.0015125	-0.0027679	0.0066542	0.5899	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	MGE_interneuron	14280	-0.0047053	-0.011479	0.011341	0.66089	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Committed_oligodendrocyte_precursor	14280	-0.0076019	-0.01162	0.0086976	0.80894	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Deep_layer_near_projecting	14280	-0.0076517	-0.020271	0.0082946	0.82185	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Amygdala_excitatory	14280	-0.013286	-0.033477	0.012514	0.85581	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14280	-0.010834	-0.028235	0.010069	0.85902	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Deep_layer_intratelencephalic	14280	-0.014915	-0.03882	0.010808	0.91618	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Miscellaneous	14280	-0.018987	-0.039622	0.013664	0.91767	1	1
58_Siletti_CerebralNuclei.GP.CMN.CoA_Human_2022_level2	Upper_layer_intratelencephalic	14280	-0.013879	-0.036523	0.0098305	0.92099	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	ependymal_cell	14553	0.012645	0.026437	0.0062593	0.021694	0.282022	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	endothelial_cell	14553	0.0062904	0.010209	0.0079506	0.21442	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	choroid_plexus_epithelial_cell	14553	0.0018551	0.0046312	0.0033187	0.2881	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	central_nervous_system_macrophage	14553	0.0014219	0.0023353	0.0071973	0.4217	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	pericyte	14553	0.00037029	0.00062534	0.0078153	0.48111	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	astrocyte	14553	-0.0012889	-0.0024628	0.0089078	0.55752	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	vascular_associated_smooth_muscle_cell	14553	-0.0012941	-0.00193	0.0079253	0.56485	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	Bergmann_glial_cell	14553	-0.00076932	-0.0022811	0.0035232	0.58642	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	oligodendrocyte_precursor_cell	14553	-0.0040189	-0.0077299	0.0077119	0.69886	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	fibroblast	14553	-0.008742	-0.013808	0.010805	0.79074	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	neuron	14553	-0.0048544	-0.011648	0.0058421	0.79699	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	oligodendrocyte	14553	-0.0056967	-0.011073	0.0068084	0.79862	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level1	leukocyte	14553	-0.0086566	-0.011172	0.0085787	0.84352	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Ependymal	14553	0.012575	0.026291	0.0056226	0.012667	0.329342	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Lower_rhombic_lip	14553	0.0057239	0.016269	0.0031685	0.035432	0.921232	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Vascular	14553	0.0062657	0.0090363	0.0077229	0.2086	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Choroid_plexus	14553	0.0024068	0.0060085	0.0031804	0.22461	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Microglia	14553	0.0036263	0.0059559	0.0064137	0.2859	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Astrocyte	14553	0.0031801	0.0060762	0.0073645	0.33294	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Midbrain_derived_inhibitory	14553	0.0029748	0.0073375	0.0075259	0.34632	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	CGE_interneuron	14553	0.0033856	0.0077062	0.010122	0.36902	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Medium_spiny_neuron	14553	0.00070019	0.002174	0.0035941	0.42277	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Bergmann_glia	14553	0.00046187	0.0013695	0.0032035	0.44268	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Upper_rhombic_lip	14553	0.00050628	0.00098518	0.0079462	0.4746	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Deep_layer_corticothalamic_and_6b	14553	-5.9129e-05	-0.00017598	0.0044013	0.50536	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14553	-0.00024019	-0.00059452	0.0083793	0.51143	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Fibroblast	14553	-0.00035673	-0.00056347	0.0081123	0.51754	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Oligodendrocyte_precursor	14553	-0.00088479	-0.0017018	0.0082854	0.54252	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	MGE_interneuron	14553	-0.0018453	-0.0045738	0.0081892	0.58914	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Oligodendrocyte	14553	-0.0024122	-0.0046921	0.0064028	0.64681	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Mammillary_body	14553	-0.0038895	-0.0098505	0.0076669	0.69403	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Miscellaneous	14553	-0.0044218	-0.0057034	0.0077523	0.71579	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Cerebellar_inhibitory	14553	-0.004916	-0.01132	0.0070219	0.75806	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Committed_oligodendrocyte_precursor	14553	-0.0063015	-0.012275	0.0078775	0.78812	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Hippocampal_CA1_3	14553	-0.0036124	-0.010933	0.0039894	0.81739	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Splatter	14553	-0.015634	-0.037296	0.010594	0.92998	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Amygdala_excitatory	14553	-0.012665	-0.030943	0.0078433	0.9468	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Upper_layer_intratelencephalic	14553	-0.014435	-0.032858	0.0084951	0.95535	1	1
70_Siletti_Hypothalamus.HTHma.MN_Human_2022_level2	Deep_layer_intratelencephalic	14553	-0.014116	-0.037057	0.005503	0.99484	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	ependymal_cell	14229	0.010721	0.01092	0.0097417	0.13557	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	leukocyte	14229	0.0079818	0.010048	0.0074388	0.14165	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	endothelial_cell	14229	0.0051405	0.0090727	0.0056923	0.18326	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	central_nervous_system_macrophage	14229	0.0023793	0.0030007	0.0089138	0.39477	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	fibroblast	14229	0.0023111	0.0029772	0.0097471	0.40629	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	oligodendrocyte_precursor_cell	14229	-0.0020709	-0.0029447	0.0096677	0.58481	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	astrocyte	14229	-0.0053631	-0.0054045	0.012345	0.66802	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	pericyte	14229	-0.002773	-0.0055269	0.0050753	0.70759	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	vascular_associated_smooth_muscle_cell	14229	-0.0033008	-0.0052011	0.0055277	0.72479	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	neuron	14229	-0.0072269	-0.012416	0.007684	0.82651	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level1	oligodendrocyte	14229	-0.01099	-0.016924	0.0078031	0.92048	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Upper_rhombic_lip	14229	0.013502	0.018377	0.0081367	0.048532	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Ependymal	14229	0.013691	0.013945	0.0093706	0.072011	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Deep_layer_intratelencephalic	14229	0.0047066	0.013951	0.0033004	0.076939	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Miscellaneous	14229	0.009694	0.012204	0.0068754	0.07929	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Midbrain_derived_inhibitory	14229	0.0090994	0.016294	0.00997	0.18072	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Fibroblast	14229	0.0065133	0.0083907	0.0079805	0.20721	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Microglia	14229	0.0060568	0.0076387	0.0078179	0.21925	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Vascular	14229	0.005009	0.0068607	0.0069324	0.23499	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	CGE_interneuron	14229	0.0084137	0.015941	0.012197	0.24516	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Cerebellar_inhibitory	14229	0.001805	0.0048913	0.0031559	0.28369	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Oligodendrocyte_precursor	14229	0.0049457	0.0070324	0.010132	0.31273	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Amygdala_excitatory	14229	0.002607	0.0061311	0.0098825	0.39597	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Astrocyte	14229	0.002349	0.0023671	0.011153	0.4166	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14229	-0.0019269	-0.0034393	0.010975	0.56969	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Mammillary_body	14229	-0.0014613	-0.0037576	0.0034469	0.66419	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Splatter	14229	-0.0082937	-0.013855	0.014448	0.71702	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Oligodendrocyte	14229	-0.0053035	-0.0081736	0.0072465	0.76787	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Committed_oligodendrocyte_precursor	14229	-0.0059375	-0.010852	0.0054758	0.86088	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	MGE_interneuron	14229	-0.010846	-0.022102	0.0091688	0.88157	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Eccentric_medium_spiny_neuron	14229	-0.012649	-0.028273	0.0098222	0.90108	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Upper_layer_intratelencephalic	14229	-0.01101	-0.024002	0.0069953	0.94223	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Medium_spiny_neuron	14229	-0.022549	-0.0511	0.010268	0.98594	1	1
71_Siletti_Hypothalamus.HTHpo.HTHso_Human_2022_level2	Thalamic_excitatory	14229	-0.0093059	-0.029652	0.0035245	0.99585	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	ependymal_cell	14348	0.009508	0.021168	0.0044134	0.015615	0.171765	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	endothelial_cell	14348	0.012351	0.015486	0.0082065	0.066171	0.727881	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	central_nervous_system_macrophage	14348	0.0050686	0.0048215	0.011854	0.33448	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	pericyte	14348	0.0015076	0.0019712	0.0079689	0.42498	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	astrocyte	14348	-0.0038075	-0.0046883	0.010896	0.63662	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	choroid_plexus_epithelial_cell	14348	-0.0011744	-0.003399	0.0032955	0.63921	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	oligodendrocyte_precursor_cell	14348	-0.0058232	-0.0076895	0.01035	0.71315	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	leukocyte	14348	-0.0063891	-0.0072312	0.0076196	0.79912	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	fibroblast	14348	-0.013235	-0.01548	0.010614	0.89378	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	oligodendrocyte	14348	-0.013209	-0.016001	0.0099278	0.90831	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level1	neuron	14348	-0.0092514	-0.019435	0.0067374	0.91513	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Ependymal	14348	0.009585	0.021339	0.0040732	0.0093143	0.2049146	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Vascular	14348	0.012251	0.013773	0.0089003	0.084359	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Microglia	14348	0.0090832	0.0086405	0.010795	0.20005	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Midbrain_derived_inhibitory	14348	0.0063359	0.013185	0.0091828	0.24511	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	MGE_interneuron	14348	0.0046118	0.010006	0.00705	0.25651	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Committed_oligodendrocyte_precursor	14348	0.0042676	0.0063098	0.0081719	0.30076	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	CGE_interneuron	14348	0.0028064	0.0053263	0.01099	0.39922	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Astrocyte	14348	0.0024889	0.0030647	0.0099919	0.40165	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Choroid_plexus	14348	0.00018996	0.00054979	0.0029423	0.47426	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Oligodendrocyte_precursor	14348	8.3787e-05	0.00011064	0.010881	0.49693	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Thalamic_excitatory	14348	-0.0019078	-0.0044067	0.0070989	0.60594	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Deep_layer_near_projecting	14348	-0.0012466	-0.0036851	0.0032268	0.65037	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Deep_layer_intratelencephalic	14348	-0.0025777	-0.0055261	0.005756	0.67286	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Miscellaneous	14348	-0.00392	-0.0046852	0.008101	0.68576	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Fibroblast	14348	-0.0050382	-0.005893	0.0091031	0.71002	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Amygdala_excitatory	14348	-0.0060417	-0.01469	0.0078229	0.78003	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Oligodendrocyte	14348	-0.0075518	-0.0091527	0.0094833	0.78707	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Mammillary_body	14348	-0.0070769	-0.016004	0.0088439	0.7882	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	LAMP5_LHX6_and_Chandelier	14348	-0.0074429	-0.01557	0.008847	0.7999	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Upper_layer_intratelencephalic	14348	-0.0079791	-0.016958	0.0066746	0.88403	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Hippocampal_CA1_3	14348	-0.0096353	-0.023129	0.0077856	0.89205	1	1
72_Siletti_Hypothalamus.HTHma.HTHtub_Human_2022_level2	Splatter	14348	-0.021575	-0.045135	0.012277	0.96056	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	vascular_associated_smooth_muscle_cell	14348	0.002298	0.0074175	0.0032099	0.23703	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	ependymal_cell	14348	0.0028042	0.0046002	0.0057171	0.3119	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	fibroblast	14348	0.0028938	0.0048108	0.0065822	0.3301	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	astrocyte	14348	0.0023341	0.0031766	0.0096023	0.40397	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	central_nervous_system_macrophage	14348	0.001974	0.0025839	0.0084504	0.40765	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	oligodendrocyte_precursor_cell	14348	-0.0018964	-0.0027694	0.0094134	0.57983	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	neuron	14348	-0.0073851	-0.01412	0.0073315	0.8431	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	leukocyte	14348	-0.0082895	-0.010319	0.0074389	0.86742	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level1	oligodendrocyte	14348	-0.0086154	-0.014083	0.0073166	0.88049	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Amygdala_excitatory	14348	0.0067287	0.015838	0.0043831	0.062386	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Hippocampal_CA1_3	14348	0.0055623	0.012503	0.0037535	0.069199	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Vascular	14348	0.0026615	0.0085909	0.0027714	0.16845	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Fibroblast	14348	0.0043177	0.0071779	0.0058393	0.22983	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Ependymal	14348	0.0039154	0.006423	0.0054235	0.23518	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Astrocyte	14348	0.0058229	0.0079247	0.0088363	0.25496	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Midbrain_derived_inhibitory	14348	0.0057153	0.011117	0.0089985	0.26267	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	Microglia	14348	0.0042502	0.0055634	0.0076149	0.28838	1	1
73_Siletti_Hypothalamus.HTHso.HTHtub_Human_2022_level2	CGE_interneuron	14348	0.0055517	0.010321	0.011081	0.30819	1	1
